ner,label,count
about one,CARDINAL,7
Lipton Loose Tea,ORG,7
Erythritol,PERSON,7
Smokehouse,ORG,7
Wolfgang Puck Sumatra Kopi Raya,ORG,7
Green Mountain French Roast,LOC,7
Wolfgang Puck,FAC,7
VA,GPE,7
carrot juice,PERSON,7
46,CARDINAL,7
Rishi Tea,PERSON,7
sec,ORG,7
Revv,PERSON,7
Avocado,ORG,7
K-cup,LOC,7
4 minutes,TIME,7
Montana,GPE,7
Van Houtte's,PERSON,7
1 gallon,QUANTITY,7
Agave,ORG,7
Stale,ORG,7
K-Cups,PERSON,7
Brazilian,NORP,6
Kurig,PERSON,6
the past couple of years,DATE,6
a week later,DATE,6
Bergamot,NORP,6
Better,ORG,6
Nantucket,GPE,6
vegans,NORP,6
Yuban,LOC,6
Great Tea,ORG,6
Erin Baker,PERSON,6
Walgreens,PERSON,6
about 10 minutes,TIME,6
Stevia,LAW,6
Sam's Club,ORG,6
earlier this year,DATE,6
LOT,ORG,6
Cesar,ORG,6
Oskri,NORP,6
all these years,DATE,6
my 1 year old,DATE,6
Mom,PERSON,6
64,CARDINAL,6
5%,PERCENT,6
jack,PERSON,6
most days,DATE,6
three year old,DATE,6
the Texas BBQ,ORG,6
two hours,TIME,6
Omaha Steaks,ORG,6
A1,PRODUCT,6
VIA,ORG,6
5 months old,DATE,6
Persian,NORP,6
Walker,ORG,6
Houston,GPE,6
ritz,ORG,6
30 seconds,TIME,6
all year,DATE,6
O'Clock,PERSON,6
Yuk,PERSON,6
Erin,ORG,6
March,DATE,6
Tasty,ORG,6
Colombia,GPE,6
a couple years,DATE,6
BOLD,ORG,6
Bailey,ORG,6
Lowery,ORG,6
Maui,LOC,6
Christmas morning,TIME,6
Britain,GPE,6
1 gram,QUANTITY,6
This year,DATE,6
about 30,CARDINAL,6
Oolong,PERSON,6
CT,ORG,6
14 grams,QUANTITY,6
the west coast,LOC,6
AMAZING,ORG,6
Bummer,GPE,6
almost $20,MONEY,6
Goat,PERSON,6
4 years,DATE,6
an evening,TIME,6
9 year old,DATE,6
Nabisco,ORG,6
11 years old,DATE,6
Hubby,PERSON,6
Highland Sugarworks,ORG,6
11,MONEY,6
8 hours,TIME,6
a dollar,MONEY,6
Carb,PERSON,6
WalMart,PRODUCT,6
sixteen days,DATE,6
Skippy,PRODUCT,6
Cheddar,PRODUCT,6
Greenies,PRODUCT,6
Baronet,NORP,6
Maldon,ORG,6
ten years,DATE,6
Best K-cup,PERSON,6
Atlanta,GPE,6
Sea Salt & Vinegar Kettle Brand,ORG,6
over a dozen,CARDINAL,6
the end of the day,DATE,6
Cafe Escapes,ORG,6
Weruva,PERSON,6
Earl Grey Tea,PERSON,6
Vet,GPE,6
Gluten Free,PERSON,6
South America,LOC,6
Gevalia,GPE,6
12 years old,DATE,6
Oriental,NORP,6
over $5,MONEY,6
New York Cheddar,GPE,6
Tea,ORG,6
1.25,CARDINAL,6
Nut,ORG,6
Annie Chun's,PERSON,6
four or five,CARDINAL,6
more than 6%,PERCENT,6
this every morning,TIME,6
Thanksgiving,EVENT,6
About a year ago,DATE,6
Hormel,PERSON,6
Vet,PERSON,6
mango,GPE,6
Apples,PERSON,6
acerola,DATE,6
David,PERSON,6
30.00,MONEY,6
Quaker Oats,ORG,6
Similac,ORG,6
Similac,GPE,6
Sea Salt & Vinegar,ORG,6
TX,ORG,6
70,DATE,6
Folger's,ORG,6
11 grams,QUANTITY,6
Kinda,GPE,6
100 percent,PERCENT,6
Keurig,PERSON,6
non-GMO,ORG,6
Red Bull,ORG,6
30 years,DATE,6
about one-quarter,CARDINAL,6
NuCat,ORG,6
Pi,PERSON,6
the Petite Cuisine Variety Pack,ORG,6
Ghirardelli,PERSON,6
Purina One,PERSON,6
one morning,TIME,6
pan,ORG,6
less than a minute,TIME,6
Pillsbury,ORG,6
Folger,ORG,6
about 25,CARDINAL,6
chondroitin,PERSON,6
Folgers,PERSON,6
Taster's Choice,ORG,6
this spring,DATE,6
100,MONEY,6
Last month,DATE,6
Cavender,ORG,6
a few days later,DATE,6
USPS,ORG,6
22,MONEY,6
A few years ago,DATE,6
about $5,MONEY,6
Firstly,ORDINAL,6
General Mills,ORG,6
6 oz,QUANTITY,6
26,CARDINAL,6
10 days,DATE,6
Jalapeno,ORG,6
gum acacia,PERSON,6
Haribo,GPE,6
hundreds of dollars,MONEY,6
CRUNCHY,ORG,6
Jif,PERSON,6
many hours,TIME,6
next year,DATE,6
SALT,ORG,6
midnight,TIME,6
Barbecue,GPE,6
Columbian,PERSON,6
Rodeo Drive Blend,ORG,6
4 1/2,CARDINAL,6
20 pounds,QUANTITY,6
Pineapple,ORG,6
6 weeks,DATE,6
KCup,PERSON,6
Van Houtte,GPE,6
the same day,DATE,6
Lavazza,ORG,6
Cheerios,PRODUCT,6
Barley,PRODUCT,6
about 2 minutes,TIME,6
Gloria Jean's,PERSON,6
the Great Northern Popcorn,FAC,6
Save,PERSON,6
Wolf,PERSON,6
tomato,ORG,6
Mommy,PRODUCT,6
7,DATE,6
two year old,DATE,6
1 month,DATE,6
Plantation Mint,ORG,6
Navitas,ORG,6
chili powder,ORG,6
GIANT,ORG,6
Melissa,PERSON,6
EVO,ORG,6
Thyme,PERSON,6
7 months old,DATE,6
less than an hour,TIME,6
3/4 cup,QUANTITY,6
the Breakfast Blend,ORG,6
erythritol,PERSON,6
Soyrizo,ORG,6
a couple of months,DATE,6
Paul Newman,PERSON,6
Kool-Aid,ORG,6
1.99,MONEY,6
21,MONEY,6
about 2 months,DATE,6
more than 3,CARDINAL,6
almost a year,DATE,6
5lbs,CARDINAL,6
only 20,CARDINAL,6
Donut House,ORG,6
a few years back,DATE,6
January,DATE,6
EXTREMELY,ORG,6
K-cup,EVENT,6
Cheese,NORP,6
Sumatra Kopi Raya,PERSON,6
Black Tiger,ORG,6
Russia,GPE,6
over 2 years,DATE,6
Hip Action,ORG,6
NOTHING,PERSON,6
each year,DATE,6
Monster,PERSON,6
BJ,PERSON,6
at least 4,CARDINAL,6
Lowrey,PERSON,6
Cheetos,ORG,6
the second day,DATE,6
Mediterranean,LOC,6
Lowrey's,ORG,6
nearly every day,DATE,6
season,DATE,6
Sumatra,PERSON,6
Vienna,GPE,6
Hazelnut,PERSON,6
15 years,DATE,6
2 ounces,QUANTITY,6
Shake 'n Bake,ORG,5
BHT,ORG,5
25 minutes,TIME,5
10 years ago,DATE,5
the Puroast Low Acid Coffee,ORG,5
Sleepytime,ORG,5
dozen,CARDINAL,5
Bakery on Main,ORG,5
the last 30 years,DATE,5
Beans,NORP,5
Puroast Low Acid Coffee Low Acid Coffee French Roast,ORG,5
Buyer,ORG,5
about three,CARDINAL,5
more than 50%,PERCENT,5
Carbquick,PERSON,5
Kit Kat,PERSON,5
about 8,CARDINAL,5
LOVE Greenies,ORG,5
Classic,PRODUCT,5
2011,DATE,5
Spam,PERSON,5
Jello,PERSON,5
Only 2,CARDINAL,5
THRILLED,PERSON,5
this month,DATE,5
175,CARDINAL,5
Manhattan,GPE,5
Yumm,ORG,5
Keurig Brewer,ORG,5
K-Cup,PRODUCT,5
the middle of the day,DATE,5
Keurig Coffee,ORG,5
YEARS,DATE,5
xanthan gum,PERSON,5
Bonomo,ORG,5
Wasabi Peas,PERSON,5
Carbquik,PERSON,5
ZiwiPeak,ORG,5
Egyptian,NORP,5
weekend,DATE,5
Moroccan,NORP,5
bin,PERSON,5
Boxer,ORG,5
2008,DATE,5
Berry,ORG,5
Southern California,LOC,5
Cat Grass,PERSON,5
Tuesday,DATE,5
3.99,CARDINAL,5
Carbquik,ORG,5
jar,PERSON,5
Zukes,PERSON,5
$3,MONEY,5
Brown Rice,PERSON,5
Shake n Bake,LOC,5
Great Crackers,ORG,5
Erythritol,ORG,5
Vietnam,GPE,5
The other day,DATE,5
spanish,NORP,5
Latte,PERSON,5
Best K-Cup,PERSON,5
Shake,PRODUCT,5
26,MONEY,5
Mini,PERSON,5
Samson,PERSON,5
NOH,ORG,5
Max,PERSON,5
One cup,QUANTITY,5
5.99,MONEY,5
Madhava,ORG,5
Happy Hips,PERSON,5
Crunchy,PRODUCT,5
the K-cup,EVENT,5
Swanson,PERSON,5
Bustelo,PERSON,5
40 pounds,QUANTITY,5
secondly,ORDINAL,5
Parmesan,ORG,5
Sweet Potato,PERSON,5
30 mg,QUANTITY,5
a third,CARDINAL,5
Keurig,NORP,5
Sonoma,GPE,5
2010,DATE,5
Jerky,PERSON,5
Amy,ORG,5
Diet Coke,PRODUCT,5
Keurig K-Cup,PERSON,5
five pounds,QUANTITY,5
Sheltie,PERSON,5
Tang,PERSON,5
Cat,ORG,5
8.99,MONEY,5
10 months,DATE,5
only three,CARDINAL,5
Cup,EVENT,5
8.3 ounce,QUANTITY,5
Splenda,NORP,5
#1,CARDINAL,5
44,CARDINAL,5
the past month,DATE,5
2013,DATE,5
Vinegar,PRODUCT,5
1 week,DATE,5
P.S.,PERSON,5
the past 2 years,DATE,5
13,MONEY,5
Chicken Soup,ORG,5
Fanta,GPE,5
one minute,TIME,5
the Petite Cuisine,ORG,5
dutch,NORP,5
stellar,NORP,5
4.49,MONEY,5
annual,DATE,5
7 years,DATE,5
only 8.3 ounces,QUANTITY,5
UGH,ORG,5
Ethiopian,NORP,5
Amazon &,ORG,5
thirds,CARDINAL,5
about two weeks,DATE,5
LOTS,PERSON,5
NuStevia,ORG,5
over 40 years,DATE,5
GNC,ORG,5
Yuban,ORG,5
almost a week,DATE,5
Cadbury,ORG,5
Natalie S.,PERSON,5
Primal Strips,LOC,5
Xylitol,PERSON,5
Tangerine,GPE,5
Bed Bath & Beyond,ORG,5
The Switch Orange Tangerine,WORK_OF_ART,5
16,MONEY,5
about 30%,PERCENT,5
Great Northern Popcorn,FAC,5
day one,DATE,5
North America,LOC,5
1.75,CARDINAL,5
Peru,GPE,5
Blue Buffalo,GPE,5
a decade,DATE,5
Newman's Own Organics,ORG,5
soy lecithin,PERSON,5
Udi,PERSON,5
some days,DATE,5
another 6 months,DATE,5
BBQ,PERSON,5
Wal-mart,ORG,5
kinda,PERSON,5
about $1.50,MONEY,5
Creme Caramel,ORG,5
navy,ORG,5
Kyjen,PERSON,5
1g,QUANTITY,5
Formula,ORG,5
14 year old,DATE,5
6 years,DATE,5
Paleo,PRODUCT,5
Libby,GPE,5
1/3 cup,QUANTITY,5
Grandma,PERSON,5
Trader Joe's,FAC,5
Labs,ORG,5
early morning,TIME,5
a busy day,DATE,5
mac-n-cheese,ORG,5
Caffe Lungo,PERSON,5
30 days,DATE,5
29,CARDINAL,5
the last two years,DATE,5
every-day,DATE,5
Horrible,WORK_OF_ART,5
14 month old,DATE,5
the Kiwi Berry,PRODUCT,5
Puppy,GPE,5
North Carolina,GPE,5
4%,PERCENT,5
Spelt,PERSON,5
Syrup,PERSON,5
Keurig.com,ORG,5
Georgia,GPE,5
Williamsburg,GPE,5
36,MONEY,5
Bell Plantation,ORG,5
LOADED,ORG,5
32,MONEY,5
King Syrup,PERSON,5
two pounds,QUANTITY,5
Donut,NORP,5
October,DATE,5
1/8,CARDINAL,5
about four,CARDINAL,5
Lavazza Tierra,PERSON,5
Avoderm,NORP,5
HAPPYBABY,ORG,5
20 years ago,DATE,5
220,CARDINAL,5
tons,QUANTITY,5
2 min,QUANTITY,5
Brown,PERSON,5
13.00,MONEY,5
a Medium Roast,FAC,5
coconut flour,PERSON,5
this years ago,DATE,5
4 years old,DATE,5
mid morning,TIME,5
Kentucky,GPE,5
Earl Greys,PERSON,5
Instinct,ORG,5
two weeks ago,DATE,5
Rodeo Drive,FAC,5
November,DATE,5
Dalmatian,NORP,5
Buffalo Bills,ORG,5
this for years,DATE,5
17,MONEY,5
quinoa,PERSON,5
Primal,GPE,5
Twinings,PRODUCT,5
170,CARDINAL,5
the Salt & Pepper,ORG,5
8 weeks,DATE,5
110,CARDINAL,5
Cinnamon Life,ORG,5
a couple hours,TIME,5
Marshall,PERSON,5
Reese,NORP,5
OKAY,ORG,5
6th,ORDINAL,5
half a dozen,CARDINAL,5
2 1/2,CARDINAL,5
Tennessee,GPE,5
75 cents,MONEY,5
kernels,PERSON,5
Dutch,NORP,5
Beyond,ORG,5
UN,ORG,5
Avocado,NORP,5
about 4 months,DATE,5
a few pounds,QUANTITY,5
0.8,CARDINAL,5
A++++,ORG,5
Kosher,PERSON,5
california,GPE,5
Juan Valdez,PERSON,5
Lana,PERSON,5
Royal Oak Peanuts,PERSON,5
every few months,DATE,5
Wabash Valley Farms,LOC,5
UTZ,ORG,5
Fancy Feast,PERSON,5
Nespresso,ORG,5
Black Pepper,ORG,5
Almonds,PERSON,5
GREENIES,ORG,5
the Green Mountain Breakfast Blend,FAC,5
Tazo,PERSON,5
Nature,ORG,5
32,DATE,5
Mounds,PERSON,5
Douwe Egberts,PERSON,5
Great Jerky,ORG,5
Tasty Bite,ORG,5
Peets,NORP,5
JR,PERSON,5
the Sea Salt,LOC,5
Kracker,PERSON,5
BUYER BEWARE,ORG,5
WF,ORG,5
about 2 years,DATE,5
Jamba Juice,PERSON,5
HealthWise,ORG,5
Pocket Coffee,ORG,5
Brownie Mix,PERSON,5
three minutes,TIME,5
75,MONEY,5
Love,LOC,5
Last year,DATE,5
Plum Organics,LOC,5
Boulder,GPE,5
Sophie,PERSON,5
Tomato,PERSON,5
Fussie Cat,PERSON,5
the season,DATE,5
Carmel,PERSON,5
USA,ORG,5
Teavana,PERSON,5
Larry,PERSON,5
2 days later,DATE,5
Kool,PERSON,5
Denver,GPE,5
Great Food,ORG,5
the East Coast,LOC,5
TASTE,ORG,5
McDougall,ORG,5
Chai Latte,PERSON,5
Fall,DATE,5
Omega 3,PERSON,5
over night,TIME,5
this last week,DATE,5
the middle of the night,DATE,5
McDonald,ORG,5
VERY,ORG,5
Booda Bones,ORG,5
York Peppermint Patties,ORG,5
lamb,GPE,5
Kuerig,PERSON,5
salt & vinegar,ORG,4
less than $3,MONEY,4
Styrofoam,ORG,4
last a month,DATE,4
12 month old,DATE,4
Pamela's,ORG,4
Extra,PERSON,4
Delish,PERSON,4
1 yr old,QUANTITY,4
Lo,PERSON,4
Coffee Masters,PERSON,4
fifty,CARDINAL,4
the past several years,DATE,4
Energy,ORG,4
Ideal,ORG,4
Torani Syrup,PERSON,4
Parmesan,GPE,4
BEST,ORG,4
Aromatic,ORG,4
about 50,CARDINAL,4
4 hours,TIME,4
a night,TIME,4
Santa,GPE,4
16 months,DATE,4
Godiva,ORG,4
Baronet,PERSON,4
24,MONEY,4
9,MONEY,4
5-10 minutes,TIME,4
this a few months ago,DATE,4
four minutes,TIME,4
a half cup,QUANTITY,4
Coconut,PRODUCT,4
this evening,TIME,4
Tums,PERSON,4
Newman,NORP,4
only 2 grams,QUANTITY,4
petco,ORG,4
Gravy,PERSON,4
Kitty,PERSON,4
Gluten-Free,ORG,4
Pina Colada,PERSON,4
Urbani,ORG,4
Ahmad,PERSON,4
nearly a year,DATE,4
the Black Cherry,LOC,4
about two years,DATE,4
White Chocolate,ORG,4
only 6,CARDINAL,4
Minnesota,GPE,4
6.5,CARDINAL,4
Maple & Brown Sugar,ORG,4
raspberry truffle,PERSON,4
15 pounds,QUANTITY,4
Mays,PERSON,4
Trader Joes,PRODUCT,4
about $25,MONEY,4
September,DATE,4
Parthenon Foods,ORG,4
about 25%,PERCENT,4
Gold Box,PRODUCT,4
about 8 years ago,DATE,4
about 45 minutes,TIME,4
pomeranians,NORP,4
twenty,CARDINAL,4
about 24,CARDINAL,4
SmartBones,ORG,4
Beneful,GPE,4
9 yr,QUANTITY,4
about two-thirds,CARDINAL,4
The K-Cups,PRODUCT,4
Hodgson Mill,PERSON,4
Pop Chips,ORG,4
Nantucket,PERSON,4
Omega-3,GPE,4
Sour Cream & Onion,ORG,4
Jack Russell Terrier,PERSON,4
european,NORP,4
boston,GPE,4
Texas BBQ,ORG,4
Kirkland,GPE,4
the month,DATE,4
Original,ORG,4
Wheat Thins,ORG,4
Subscribe,GPE,4
The Peanut Shop,ORG,4
Kyjen,FAC,4
some $$,MONEY,4
Columbia,ORG,4
almost 2 years,DATE,4
Timothy,GPE,4
the last few years,DATE,4
Sooo,GPE,4
Baker,PERSON,4
A few days later,DATE,4
Coffee Lover,PERSON,4
Almond Crunch,GPE,4
about $20,MONEY,4
Cornucopia,ORG,4
Easter,FAC,4
Chips Ahoy,PRODUCT,4
108,CARDINAL,4
2 pound,QUANTITY,4
Green Mountain Breakfast Blend,WORK_OF_ART,4
Cincinnati,GPE,4
Iowa,GPE,4
4-5 days,DATE,4
kitty,PERSON,4
about 100,CARDINAL,4
2009,DATE,4
the Peanut Butter,ORG,4
five pound,QUANTITY,4
Kellogg,PERSON,4
Green Mountain Breakfast Blend,ORG,4
Lindor Truffles,PERSON,4
Green Mountain Breakfast Blend,LOC,4
the past two years,DATE,4
mos,ORG,4
over $8,MONEY,4
STILL,ORG,4
Camelbak,ORG,4
the last couple of years,DATE,4
Maldon Sea Salt,PERSON,4
jalapeno,GPE,4
a penny,MONEY,4
my 8 month old,DATE,4
LO,ORG,4
the Subscribe & Save,ORG,4
14 years old,DATE,4
Duncan Hines,ORG,4
1960,DATE,4
parsley,GPE,4
Duncan Hines,PERSON,4
Riviera,ORG,4
McCann,PERSON,4
7 pounds,QUANTITY,4
every 2 months,DATE,4
South Carolina,GPE,4
Eukanuba,GPE,4
the K-Cups,PRODUCT,4
Frito-Lay,ORG,4
Halo,NORP,4
RIDICULOUS,ORG,4
Arabica,LOC,4
a mile,QUANTITY,4
Yahoo,ORG,4
at least 10 years,DATE,4
Pringles,ORG,4
Coach's Oats,LOC,4
mmm,PERSON,4
Ethiopia,GPE,4
Gerber,PRODUCT,4
2 weeks ago,DATE,4
siberian,NORP,4
Aussie,PERSON,4
about 7,CARDINAL,4
Hungry Girl,PERSON,4
Hodgson,ORG,4
about half an hour,TIME,4
15-20 minutes,TIME,4
Newmans,ORG,4
al dente,PERSON,4
Miracle Gro,PERSON,4
Dash,PERSON,4
approximately forty six cents,MONEY,4
the last several months,DATE,4
Waffle Mix,PERSON,4
the Gold Box,LAW,4
7.99,CARDINAL,4
about 15,CARDINAL,4
ORIGINAL,ORG,4
Cocoquik,GPE,4
8 month,DATE,4
5 seconds,TIME,4
last Christmas,DATE,4
Stars,PRODUCT,4
Thai Peanut,PERSON,4
Tinkyada,PERSON,4
Cajun,NORP,4
Yummm,PERSON,4
ten year old,DATE,4
BOY,ORG,4
Maryland,GPE,4
IBD,ORG,4
only 120,CARDINAL,4
about 4 inches,QUANTITY,4
the past few months,DATE,4
65 pound,QUANTITY,4
Premier,ORG,4
Caffeine,PERSON,4
about six weeks,DATE,4
winter months,DATE,4
20-30 minutes,TIME,4
over $2,MONEY,4
2 cup,QUANTITY,4
Chile,GPE,4
Yummy,NORP,4
the Busy Buddy,PRODUCT,4
over $25,MONEY,4
Chocolate Mint,ORG,4
two days later,DATE,4
about ten minutes,TIME,4
Emerils,ORG,4
only 60,CARDINAL,4
Gluten Free Pantry,ORG,4
Peruvian,NORP,4
45%,PERCENT,4
about 8 months,DATE,4
Swheat Scoop,ORG,4
KY,ORG,4
PB2,LOC,4
Wolfgang Puck,ORG,4
Greenies,ORG,4
GLAD,ORG,4
192,CARDINAL,4
"the ""Rodeo Drive""",EVENT,4
Bacon Curls,ORG,4
Sorrento,GPE,4
the Rodeo Drive,FAC,4
STORE,NORP,4
McVities,PERSON,4
Christmas Eve,DATE,4
McVitie's,ORG,4
Monsanto,ORG,4
van houtte,PERSON,4
about 40 minutes,TIME,4
Rooibos,PERSON,4
LOUD,ORG,4
Avoderm,PERSON,4
about two months,DATE,4
mid-day,DATE,4
more than 2,CARDINAL,4
Sears,PERSON,4
Amazon Vine,ORG,4
Cocoa,GPE,4
JR,GPE,4
SIX,CARDINAL,4
these years,DATE,4
Salt,PERSON,4
Great Dog Food,ORG,4
6 hour,TIME,4
Lily,PERSON,4
just two,CARDINAL,4
green mountain,LOC,4
the West Coast,LOC,4
Twining,ORG,4
Orville Redenbacher's,ORG,4
british,NORP,4
Orville Redenbacher,PERSON,4
October 2008,DATE,4
chia,PERSON,4
Natural Health,ORG,4
only 8,CARDINAL,4
Whiskas,GPE,4
10 months old,DATE,4
Plocky,PERSON,4
St. Louis,GPE,4
Uncle Ray's,PERSON,4
Plocky,ORG,4
4 pounds,QUANTITY,4
Babies R Us,ORG,4
Halo,ORG,4
16,DATE,4
100 pound,QUANTITY,4
vegetarian chili,PERSON,4
every two months,DATE,4
many months,DATE,4
sam,PERSON,4
hotter,TIME,4
Salmon,PERSON,4
NurturMe,ORG,4
Peter Pan,PERSON,4
25.00,MONEY,4
MA,GPE,4
Caribou Coffee,ORG,4
Angelina,PERSON,4
Black Silk,FAC,4
nine,CARDINAL,4
a little over a month,DATE,4
360,CARDINAL,4
more than 1 cup,QUANTITY,4
Blair,PERSON,4
Lhasa Apso,GPE,4
Trader Joes,FAC,4
Pete,PERSON,4
Jug,PERSON,4
Vegan,ORG,4
Jasmine,PERSON,4
Besides,PRODUCT,4
Dane,PERSON,4
maltodextrin,PERSON,4
8%,PERCENT,4
Shepherds,NORP,4
Ali Julia,PERSON,4
Chihuahua,GPE,4
Bulldog,PERSON,4
goji berries,PERSON,4
12.50,CARDINAL,4
Ghiradelli,NORP,4
Ick,PERSON,4
Walgreen,ORG,4
ginseng,GPE,4
Chips Ahoy,PERSON,4
Great Toy,ORG,4
a couple of weeks ago,DATE,4
Best,LOC,4
rasberry,PERSON,4
Miracle Berry,PERSON,4
Lemons,PERSON,4
Kopi Luwak,PERSON,4
55,CARDINAL,4
Hong Kong,GPE,4
Chews,PERSON,4
about 2/3,CARDINAL,4
2-3 days,DATE,4
Missouri,GPE,4
3 month old,DATE,4
greens,NORP,4
max,PERSON,4
tons,PERSON,4
Matcha,PERSON,4
Stevia,PERSON,4
11%,PERCENT,4
Midwest,LOC,4
Buster,PERSON,4
Lavazza,GPE,4
a hard day,DATE,4
Extra Bold,PERSON,4
Tender,ORG,4
Mueslix,PERSON,4
About half,CARDINAL,4
almost a month,DATE,4
Deidrich,PERSON,4
Newmans Own,LOC,4
just one cup,QUANTITY,4
Beyond,PERSON,4
the Blue Mountains,LOC,4
38,CARDINAL,4
Mocha Java,PERSON,4
Sorry Wolfgang,PERSON,4
over $20,MONEY,4
Wolfgang Puck Sumatra,PERSON,4
25 years,DATE,4
Northeast,LOC,4
8 years,DATE,4
spring,DATE,4
Wolfgang Puck Coffee,ORG,4
my 13 year old,DATE,4
Hot & Spicy,ORG,4
Sweet Chili,PERSON,4
Puck,PERSON,4
3x,CARDINAL,4
about 1/3rd,CARDINAL,4
a year and a half,DATE,4
six month old,DATE,4
15 month old,DATE,4
Bar Harbor,PERSON,4
Evo,PERSON,4
12 month olds,DATE,4
K-Cup Fan,ORG,4
60,MONEY,4
the K-Cups,LAW,4
Similac Organic,ORG,4
this yesterday,DATE,4
Voila,GPE,4
Paul,PERSON,4
This K-cup,PERSON,4
ten minutes,TIME,4
the Creme Caramel,ORG,4
Goldilocks,ORG,4
Vienna Coffee House,ORG,4
saltine,NORP,4
five days,DATE,4
Coffee People's Jet Fuel,ORG,4
Oregon Tilth,ORG,4
PB,ORG,4
Vendor,GPE,4
Olive Oil,ORG,4
around $11,MONEY,4
Super Yummy,ORG,4
midwest,LOC,4
2 oz,QUANTITY,4
another year,DATE,4
Pretty,ORG,4
Miami,GPE,4
5.00,CARDINAL,4
one pound,QUANTITY,4
Flavor,ORG,4
80%,PERCENT,4
hundreds of years,DATE,4
ANYWHERE,ORG,4
Pineapple,NORP,4
vita coco,PERSON,4
Buffalo,GPE,4
almost 3,CARDINAL,4
Italians,NORP,4
over $12,MONEY,4
four days,DATE,4
Tasty Treat,PERSON,4
Broccoli,NORP,4
50 pounds,QUANTITY,4
TIME,ORG,4
about $10,MONEY,4
the Fancy Food Show,FAC,4
tangerine,GPE,4
Switch,ORG,4
Ecuador,GPE,4
EU,ORG,4
Revv Pulse,PERSON,4
Bergamot,ORG,4
Mahogany,ORG,4
This spring,DATE,4
6 days,DATE,4
1 ounce,QUANTITY,4
400 degrees,QUANTITY,4
the English Breakfast,LOC,4
Great Candy,ORG,4
Almonds,GPE,4
texas,GPE,4
a couple weeks ago,DATE,4
each week,DATE,4
Chip Coconut,PERSON,4
February,DATE,4
Vinegar,ORG,4
more than a year,DATE,4
Belle,PERSON,4
recent years,DATE,4
99%,PERCENT,4
Odwalla,PERSON,4
YMMV,PERSON,4
Maruchan,PERSON,4
over $7,MONEY,4
Black Cherry,LOC,4
a cold day,DATE,4
11 months,DATE,4
47,CARDINAL,4
my 4 year old,DATE,4
Chips,PERSON,4
about 10 years,DATE,4
9 months old,DATE,4
Kiwi,ORG,4
half an hour,TIME,4
2003,DATE,4
about 10 days,DATE,4
Popchips,PRODUCT,4
1 million,CARDINAL,4
the past 4 years,DATE,4
around 3 grams,QUANTITY,4
10 ounces,QUANTITY,4
late at night,TIME,4
Cuban,NORP,4
2x,CARDINAL,4
Oscar Wilde,WORK_OF_ART,4
HORRIBLE,ORG,4
tray,ORG,4
rice,PERSON,4
The other night,TIME,4
Da Bomb,PERSON,4
190,CARDINAL,4
Indonesian,NORP,4
15.99,MONEY,4
less than 1/2,CARDINAL,4
18 grams,QUANTITY,4
15 5,DATE,4
centuries,DATE,4
3 pound,QUANTITY,4
Lay,PERSON,4
180 mg,QUANTITY,4
PBJ,ORG,4
Blue Diamond,PERSON,4
6 ounce,QUANTITY,4
Seller,PERSON,4
Chef Paul,PERSON,4
yumm,ORG,4
Chef Paul Prudhomme's,PERSON,4
Chef Paul's,PERSON,4
CO2,ORG,4
Black Cherry,PERSON,4
8 to 12,CARDINAL,4
only about 2/3,CARDINAL,4
250,CARDINAL,4
about $2,MONEY,4
COLD,ORG,4
the Blue Icicle,ORG,4
about 30 seconds,TIME,4
Charlie,PERSON,4
75%,PERCENT,4
last winter,DATE,4
chili,ORG,4
less than 20 minutes,TIME,4
World Market,ORG,4
Switch,PRODUCT,4
japan,GPE,4
Variety,ORG,4
Chai Tea,PERSON,4
7 grams,QUANTITY,4
Welch,PERSON,4
K-cup,FAC,4
Vernors,ORG,4
Anyone,ORG,4
Almond,WORK_OF_ART,4
u,ORG,4
Lid,PERSON,4
French Roast,LOC,4
USB,PRODUCT,4
Xmas,PERSON,4
about 3 months,DATE,4
3 months old,DATE,4
DisposaCups,ORG,4
Diet,ORG,4
the other night,TIME,3
8 year,DATE,3
99,CARDINAL,3
Only 80,CARDINAL,3
Davidson's,ORG,3
Sichuan,GPE,3
Graham,PERSON,3
more than a few minutes,TIME,3
about 5 pounds,QUANTITY,3
Szechuan,NORP,3
74,CARDINAL,3
Pico Pica,PERSON,3
this tea every day,DATE,3
Eden Foods,ORG,3
every couple of weeks,DATE,3
Goya,ORG,3
four months,DATE,3
Chocolate,ORG,3
Rebecca Review,ORG,3
Szechuan Peppercorns,NORP,3
Truffle Oil,ORG,3
six months,DATE,3
the next month or so,DATE,3
three years ago,DATE,3
51,CARDINAL,3
18 year old,DATE,3
the Grove Square,FAC,3
0.8 ounce,QUANTITY,3
Soy Lecithin,PERSON,3
Autism,NORP,3
Bialetti,ORG,3
April,DATE,3
First Mate,ORG,3
Sardines,ORG,3
more than a day,DATE,3
Diamond Pet Foods,ORG,3
noon,TIME,3
DH,PERSON,3
2g fat,QUANTITY,3
nut allergies,ORG,3
the past 10 years,DATE,3
Tasty Tea,PERSON,3
early May,DATE,3
every evening,TIME,3
3s,CARDINAL,3
leafy,NORP,3
Bible,WORK_OF_ART,3
Snow,ORG,3
Schnauzer,PERSON,3
Primal Strips,PERSON,3
Old Bay,LOC,3
Hodgson Mill,ORG,3
BURNT,ORG,3
Betty Crocker's,PERSON,3
Butter,PERSON,3
